JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
3442,48,5,25/01/2023,HOMEPAGE,VIEW,196
3440,48,5,21/09/2023,HOMEPAGE,VIEW,159
3438,48,5,31/10/2023,CHECKOUT,DROP-OFF,NULL
3436,48,5,31/10/2023,HOMEPAGE,VIEW,157
3437,48,5,31/10/2023,PRODUCTPAGE,VIEW,159
3439,48,6,16/09/2024,HOMEPAGE,VIEW,235
3416,48,6,26/07/2025,CHECKOUT,DROP-OFF,NULL
3414,48,6,26/07/2025,HOMEPAGE,VIEW,132
3415,48,6,26/07/2025,PRODUCTPAGE,CLICK,175
3412,48,6,24/08/2025,HOMEPAGE,VIEW,56
3431,48,7,25/06/2024,HOMEPAGE,VIEW,178
3417,48,7,02/08/2025,HOMEPAGE,VIEW,135
3423,48,9,05/09/2023,HOMEPAGE,VIEW,283
3441,48,9,11/04/2024,HOMEPAGE,VIEW,118
3435,48,9,02/12/2024,CHECKOUT,DROP-OFF,NULL
3433,48,9,02/12/2024,HOMEPAGE,VIEW,237
3434,48,9,02/12/2024,PRODUCTPAGE,VIEW,300
3430,48,14,26/11/2024,HOMEPAGE,VIEW,134
3418,48,15,10/05/2024,HOMEPAGE,VIEW,246
3426,48,15,11/09/2025,CHECKOUT,DROP-OFF,NULL
3424,48,15,11/09/2025,HOMEPAGE,VIEW,40
3425,48,15,11/09/2025,PRODUCTPAGE,CLICK,30
3429,48,17,20/06/2025,CHECKOUT,DROP-OFF,NULL
3427,48,17,20/06/2025,HOMEPAGE,VIEW,73
3428,48,17,20/06/2025,PRODUCTPAGE,VIEW,67
3422,48,17,20/08/2025,HOMEPAGE,VIEW,46
3411,48,20,17/04/2025,HOMEPAGE,VIEW,176
3510,49,1,15/10/2023,HOMEPAGE,VIEW,170
3496,49,1,21/10/2024,CHECKOUT,DROP-OFF,NULL
3494,49,1,21/10/2024,HOMEPAGE,VIEW,205
3495,49,1,21/10/2024,PRODUCTPAGE,VIEW,120
3466,49,2,15/10/2024,CHECKOUT,DROP-OFF,NULL
3464,49,2,15/10/2024,HOMEPAGE,VIEW,47
3465,49,2,15/10/2024,PRODUCTPAGE,VIEW,253
3523,49,3,17/08/2025,HOMEPAGE,VIEW,107
3452,49,4,08/02/2024,CHECKOUT,DROP-OFF,NULL
3450,49,4,08/02/2024,HOMEPAGE,VIEW,265
3451,49,4,08/02/2024,PRODUCTPAGE,CLICK,278
3506,49,4,24/08/2025,CHECKOUT,DROP-OFF,NULL
3504,49,4,24/08/2025,HOMEPAGE,VIEW,47
3505,49,4,24/08/2025,PRODUCTPAGE,VIEW,87
3522,49,4,25/12/2025,HOMEPAGE,VIEW,272
3525,49,5,07/11/2024,HOMEPAGE,VIEW,103
3534,49,5,14/12/2024,HOMEPAGE,VIEW,177
3540,49,5,19/06/2025,CHECKOUT,DROP-OFF,NULL
3538,49,5,19/06/2025,HOMEPAGE,VIEW,202
3539,49,5,19/06/2025,PRODUCTPAGE,CLICK,116
3446,49,5,23/10/2025,CHECKOUT,DROP-OFF,NULL
3444,49,5,23/10/2025,HOMEPAGE,VIEW,277
3445,49,5,23/10/2025,PRODUCTPAGE,VIEW,278
3463,49,5,06/12/2025,CHECKOUT,DROP-OFF,NULL
3461,49,5,06/12/2025,HOMEPAGE,VIEW,41
3462,49,5,06/12/2025,PRODUCTPAGE,VIEW,254
3485,49,6,28/10/2024,HOMEPAGE,VIEW,252
3481,49,7,11/08/2023,CHECKOUT,DROP-OFF,NULL
3479,49,7,11/08/2023,HOMEPAGE,VIEW,119
3480,49,7,11/08/2023,PRODUCTPAGE,VIEW,281
3533,49,7,27/12/2024,CHECKOUT,PURCHASE,30
3531,49,7,27/12/2024,HOMEPAGE,VIEW,88
3532,49,7,27/12/2024,PRODUCTPAGE,VIEW,102
3453,49,7,14/01/2025,HOMEPAGE,VIEW,26
3454,49,7,14/01/2025,PRODUCTPAGE,DROP-OFF,NULL
3470,49,7,23/07/2025,HOMEPAGE,VIEW,138
3537,49,8,03/03/2024,CHECKOUT,DROP-OFF,NULL
3535,49,8,03/03/2024,HOMEPAGE,VIEW,165
3536,49,8,03/03/2024,PRODUCTPAGE,VIEW,121
3460,49,8,12/04/2024,CHECKOUT,PURCHASE,42
3458,49,8,12/04/2024,HOMEPAGE,VIEW,243
3459,49,8,12/04/2024,PRODUCTPAGE,VIEW,152
3457,49,8,16/05/2024,HOMEPAGE,VIEW,103
3474,49,8,29/11/2024,HOMEPAGE,VIEW,297
3499,49,9,07/08/2023,CHECKOUT,DROP-OFF,NULL
3497,49,9,07/08/2023,HOMEPAGE,VIEW,134
3498,49,9,07/08/2023,PRODUCTPAGE,VIEW,250
3516,49,9,06/06/2024,CHECKOUT,DROP-OFF,NULL
3514,49,9,06/06/2024,HOMEPAGE,VIEW,21
3515,49,9,06/06/2024,PRODUCTPAGE,VIEW,212
3509,49,10,14/02/2024,CHECKOUT,DROP-OFF,NULL
3507,49,10,14/02/2024,HOMEPAGE,VIEW,55
3508,49,10,14/02/2024,PRODUCTPAGE,VIEW,143
3484,49,10,06/03/2024,CHECKOUT,DROP-OFF,NULL
3482,49,10,06/03/2024,HOMEPAGE,VIEW,89
3483,49,10,06/03/2024,PRODUCTPAGE,VIEW,97
3489,49,11,10/07/2025,HOMEPAGE,VIEW,227
3526,49,11,18/07/2025,HOMEPAGE,VIEW,231
3493,49,12,14/10/2023,CHECKOUT,DROP-OFF,NULL
3491,49,12,14/10/2023,HOMEPAGE,VIEW,150
3492,49,12,14/10/2023,PRODUCTPAGE,VIEW,141
3513,49,12,02/07/2025,CHECKOUT,DROP-OFF,NULL
3511,49,12,02/07/2025,HOMEPAGE,VIEW,119
3512,49,12,02/07/2025,PRODUCTPAGE,VIEW,195
3449,49,13,30/01/2023,CHECKOUT,DROP-OFF,NULL
3447,49,13,30/01/2023,HOMEPAGE,VIEW,43
3448,49,13,30/01/2023,PRODUCTPAGE,VIEW,86
3529,49,13,24/08/2024,CHECKOUT,DROP-OFF,NULL
3527,49,13,24/08/2024,HOMEPAGE,VIEW,209
3528,49,13,24/08/2024,PRODUCTPAGE,VIEW,87
3443,49,13,03/09/2025,HOMEPAGE,VIEW,97
3500,49,13,24/09/2025,HOMEPAGE,VIEW,153
3490,49,14,12/01/2023,HOMEPAGE,VIEW,38
3488,49,14,05/07/2024,CHECKOUT,DROP-OFF,NULL
3486,49,14,05/07/2024,HOMEPAGE,VIEW,144
3487,49,14,05/07/2024,PRODUCTPAGE,VIEW,166
3524,49,14,21/07/2024,HOMEPAGE,VIEW,241
3477,49,15,17/08/2023,CHECKOUT,PURCHASE,58
3475,49,15,17/08/2023,HOMEPAGE,VIEW,259
3476,49,15,17/08/2023,PRODUCTPAGE,VIEW,93
3478,49,15,02/12/2024,HOMEPAGE,VIEW,285
3541,49,15,28/03/2025,HOMEPAGE,VIEW,115
3517,49,17,04/05/2023,HOMEPAGE,VIEW,201
3518,49,17,04/05/2023,PRODUCTPAGE,DROP-OFF,NULL
3455,49,17,18/05/2023,HOMEPAGE,VIEW,293
3521,49,17,31/10/2024,CHECKOUT,DROP-OFF,NULL
3519,49,17,31/10/2024,HOMEPAGE,VIEW,261
3520,49,17,31/10/2024,PRODUCTPAGE,VIEW,48
3456,49,18,12/06/2023,HOMEPAGE,VIEW,238
3542,49,19,13/09/2023,HOMEPAGE,VIEW,99
3469,49,19,16/03/2024,CHECKOUT,DROP-OFF,NULL
3467,49,19,16/03/2024,HOMEPAGE,VIEW,259
3468,49,19,16/03/2024,PRODUCTPAGE,VIEW,67
3530,49,19,30/10/2024,HOMEPAGE,VIEW,244
3503,49,19,07/02/2025,CHECKOUT,DROP-OFF,NULL
3501,49,19,07/02/2025,HOMEPAGE,VIEW,61
3502,49,19,07/02/2025,PRODUCTPAGE,VIEW,199
3473,49,20,08/07/2024,CHECKOUT,DROP-OFF,NULL
3471,49,20,08/07/2024,HOMEPAGE,VIEW,100
3472,49,20,08/07/2024,PRODUCTPAGE,VIEW,163
3617,50,1,29/08/2023,HOMEPAGE,VIEW,169
3641,50,1,24/07/2025,HOMEPAGE,VIEW,193
3636,50,2,12/12/2024,HOMEPAGE,VIEW,235
3621,50,2,20/02/2025,HOMEPAGE,VIEW,67
3595,50,4,04/09/2023,CHECKOUT,DROP-OFF,NULL
3593,50,4,04/09/2023,HOMEPAGE,VIEW,161
3594,50,4,04/09/2023,PRODUCTPAGE,VIEW,233
3550,50,4,27/12/2024,HOMEPAGE,VIEW,168
3632,50,4,26/09/2025,CHECKOUT,PURCHASE,60
3630,50,4,26/09/2025,HOMEPAGE,VIEW,299
3631,50,4,26/09/2025,PRODUCTPAGE,CLICK,205
3575,50,5,06/04/2024,HOMEPAGE,VIEW,52
3580,50,5,02/11/2024,HOMEPAGE,VIEW,201
3589,50,6,06/06/2024,HOMEPAGE,VIEW,259
3561,50,6,17/01/2025,CHECKOUT,DROP-OFF,NULL
3559,50,6,17/01/2025,HOMEPAGE,VIEW,93
3560,50,6,17/01/2025,PRODUCTPAGE,VIEW,201
3582,50,7,09/01/2024,HOMEPAGE,VIEW,83
3616,50,7,27/06/2025,HOMEPAGE,VIEW,151
3585,50,8,28/11/2023,CHECKOUT,PURCHASE,119
3583,50,8,28/11/2023,HOMEPAGE,VIEW,175
3584,50,8,28/11/2023,PRODUCTPAGE,VIEW,186
3629,50,8,10/10/2025,HOMEPAGE,VIEW,232
3623,50,8,06/12/2025,HOMEPAGE,VIEW,55
3591,50,9,10/05/2023,HOMEPAGE,VIEW,228
3573,50,9,20/09/2023,CHECKOUT,DROP-OFF,NULL
3571,50,9,20/09/2023,HOMEPAGE,VIEW,286
3572,50,9,20/09/2023,PRODUCTPAGE,VIEW,59
3628,50,9,18/07/2024,CHECKOUT,PURCHASE,258
3626,50,9,18/07/2024,HOMEPAGE,VIEW,270
3627,50,9,18/07/2024,PRODUCTPAGE,CLICK,192
3555,50,11,03/04/2023,CHECKOUT,PURCHASE,41
3553,50,11,03/04/2023,HOMEPAGE,VIEW,137
3554,50,11,03/04/2023,PRODUCTPAGE,VIEW,89
3644,50,12,22/12/2024,CHECKOUT,DROP-OFF,NULL
3642,50,12,22/12/2024,HOMEPAGE,VIEW,151
3643,50,12,22/12/2024,PRODUCTPAGE,VIEW,144
3549,50,12,05/09/2025,CHECKOUT,DROP-OFF,NULL
3547,50,12,05/09/2025,HOMEPAGE,VIEW,270
3548,50,12,05/09/2025,PRODUCTPAGE,VIEW,204
3599,50,12,12/12/2025,HOMEPAGE,VIEW,87
3578,50,13,01/08/2024,CHECKOUT,DROP-OFF,NULL
3576,50,13,01/08/2024,HOMEPAGE,VIEW,63
3577,50,13,01/08/2024,PRODUCTPAGE,VIEW,164
3552,50,13,23/08/2025,HOMEPAGE,VIEW,150
3640,50,14,22/02/2023,CHECKOUT,DROP-OFF,NULL
3638,50,14,22/02/2023,HOMEPAGE,VIEW,300
3639,50,14,22/02/2023,PRODUCTPAGE,CLICK,60
3622,50,14,11/12/2023,HOMEPAGE,VIEW,259
3546,50,14,27/01/2024,HOMEPAGE,VIEW,56
3551,50,14,07/09/2024,HOMEPAGE,VIEW,53
3615,50,14,11/03/2025,CHECKOUT,PURCHASE,87
3613,50,14,11/03/2025,HOMEPAGE,VIEW,109
3614,50,14,11/03/2025,PRODUCTPAGE,VIEW,151
3625,50,14,13/05/2025,HOMEPAGE,VIEW,63
3590,50,15,17/07/2023,HOMEPAGE,VIEW,185
3588,50,15,22/06/2024,CHECKOUT,DROP-OFF,NULL
3586,50,15,22/06/2024,HOMEPAGE,VIEW,235
3587,50,15,22/06/2024,PRODUCTPAGE,VIEW,273
3609,50,15,21/10/2024,CHECKOUT,DROP-OFF,NULL
3607,50,15,21/10/2024,HOMEPAGE,VIEW,163
3608,50,15,21/10/2024,PRODUCTPAGE,VIEW,169
3570,50,15,30/04/2025,CHECKOUT,DROP-OFF,NULL
3568,50,15,30/04/2025,HOMEPAGE,VIEW,235
3569,50,15,30/04/2025,PRODUCTPAGE,CLICK,10
3545,50,17,07/09/2023,CHECKOUT,DROP-OFF,NULL
3543,50,17,07/09/2023,HOMEPAGE,VIEW,117
3544,50,17,07/09/2023,PRODUCTPAGE,VIEW,193
3598,50,17,09/01/2024,CHECKOUT,DROP-OFF,NULL
3596,50,17,09/01/2024,HOMEPAGE,VIEW,271
3597,50,17,09/01/2024,PRODUCTPAGE,VIEW,18
3602,50,17,11/12/2025,CHECKOUT,PURCHASE,94
3600,50,17,11/12/2025,HOMEPAGE,VIEW,282
3601,50,17,11/12/2025,PRODUCTPAGE,VIEW,281
3592,50,18,16/09/2023,HOMEPAGE,VIEW,126
3567,50,18,11/02/2025,CHECKOUT,PURCHASE,253
3565,50,18,11/02/2025,HOMEPAGE,VIEW,278
3566,50,18,11/02/2025,PRODUCTPAGE,VIEW,124
3581,50,19,12/03/2023,HOMEPAGE,VIEW,207
3635,50,19,14/07/2023,CHECKOUT,DROP-OFF,NULL
3633,50,19,14/07/2023,HOMEPAGE,VIEW,132
3634,50,19,14/07/2023,PRODUCTPAGE,VIEW,225
3574,50,19,06/02/2024,HOMEPAGE,VIEW,122
3579,50,19,30/11/2025,HOMEPAGE,VIEW,146
3637,50,19,06/12/2025,HOMEPAGE,VIEW,214
3612,50,20,17/05/2023,CHECKOUT,DROP-OFF,NULL
3610,50,20,17/05/2023,HOMEPAGE,VIEW,220
3611,50,20,17/05/2023,PRODUCTPAGE,CLICK,134
3558,50,20,05/03/2024,CHECKOUT,DROP-OFF,NULL
3556,50,20,05/03/2024,HOMEPAGE,VIEW,160
3557,50,20,05/03/2024,PRODUCTPAGE,CLICK,224
3603,50,20,08/04/2024,HOMEPAGE,VIEW,87
3564,50,20,19/10/2024,CHECKOUT,DROP-OFF,NULL
3562,50,20,19/10/2024,HOMEPAGE,VIEW,23
3563,50,20,19/10/2024,PRODUCTPAGE,VIEW,83
3624,50,20,12/01/2025,HOMEPAGE,VIEW,263
3606,50,20,18/05/2025,CHECKOUT,DROP-OFF,NULL
3604,50,20,18/05/2025,HOMEPAGE,VIEW,152
3605,50,20,18/05/2025,PRODUCTPAGE,VIEW,277
3620,50,20,22/08/2025,CHECKOUT,PURCHASE,149
3618,50,20,22/08/2025,HOMEPAGE,VIEW,234
3619,50,20,22/08/2025,PRODUCTPAGE,VIEW,242
3683,51,1,02/10/2025,HOMEPAGE,VIEW,78
3691,51,1,10/10/2025,CHECKOUT,DROP-OFF,NULL
3689,51,1,10/10/2025,HOMEPAGE,VIEW,71
3690,51,1,10/10/2025,PRODUCTPAGE,CLICK,208
3679,51,2,31/07/2025,CHECKOUT,PURCHASE,39
3677,51,2,31/07/2025,HOMEPAGE,VIEW,234
3678,51,2,31/07/2025,PRODUCTPAGE,VIEW,97
3695,51,3,13/01/2024,HOMEPAGE,VIEW,215
3696,51,3,13/01/2024,PRODUCTPAGE,DROP-OFF,NULL
3697,51,3,26/11/2024,HOMEPAGE,VIEW,58
3651,51,4,05/07/2023,CHECKOUT,DROP-OFF,NULL
3649,51,4,05/07/2023,HOMEPAGE,VIEW,217
3650,51,4,05/07/2023,PRODUCTPAGE,VIEW,205
3686,51,5,06/10/2024,HOMEPAGE,VIEW,37
3655,51,6,12/12/2023,CHECKOUT,DROP-OFF,NULL
3653,51,6,12/12/2023,HOMEPAGE,VIEW,18
3654,51,6,12/12/2023,PRODUCTPAGE,VIEW,269
3688,51,6,03/02/2024,HOMEPAGE,VIEW,101
3648,51,6,20/10/2025,CHECKOUT,DROP-OFF,NULL
3646,51,6,20/10/2025,HOMEPAGE,VIEW,180
3647,51,6,20/10/2025,PRODUCTPAGE,VIEW,126
3669,51,7,24/04/2025,HOMEPAGE,VIEW,275
3684,51,7,14/07/2025,HOMEPAGE,VIEW,285
3667,51,8,07/04/2024,CHECKOUT,DROP-OFF,NULL
3665,51,8,07/04/2024,HOMEPAGE,VIEW,120
3666,51,8,07/04/2024,PRODUCTPAGE,VIEW,20
3658,51,10,31/12/2023,CHECKOUT,DROP-OFF,NULL
3656,51,10,31/12/2023,HOMEPAGE,VIEW,48
3657,51,10,31/12/2023,PRODUCTPAGE,VIEW,217
3685,51,10,07/11/2024,HOMEPAGE,VIEW,270
3664,51,11,05/04/2024,CHECKOUT,PURCHASE,122
3662,51,11,05/04/2024,HOMEPAGE,VIEW,30
3663,51,11,05/04/2024,PRODUCTPAGE,VIEW,150
3661,51,11,27/12/2025,CHECKOUT,DROP-OFF,NULL
3659,51,11,27/12/2025,HOMEPAGE,VIEW,213
3660,51,11,27/12/2025,PRODUCTPAGE,VIEW,160
3687,51,12,03/09/2023,HOMEPAGE,VIEW,42
3673,51,12,23/06/2024,CHECKOUT,PURCHASE,136
3671,51,12,23/06/2024,HOMEPAGE,VIEW,199
3672,51,12,23/06/2024,PRODUCTPAGE,VIEW,192
3682,51,12,03/09/2025,CHECKOUT,DROP-OFF,NULL
3680,51,12,03/09/2025,HOMEPAGE,VIEW,85
3681,51,12,03/09/2025,PRODUCTPAGE,VIEW,151
3668,51,15,28/04/2025,HOMEPAGE,VIEW,292
3694,51,16,11/10/2023,CHECKOUT,DROP-OFF,NULL
3692,51,16,11/10/2023,HOMEPAGE,VIEW,103
3693,51,16,11/10/2023,PRODUCTPAGE,VIEW,230
3652,51,16,19/12/2024,HOMEPAGE,VIEW,234
3674,51,18,21/09/2023,HOMEPAGE,VIEW,269
3676,51,18,03/04/2024,HOMEPAGE,VIEW,147
3675,51,18,04/10/2024,HOMEPAGE,VIEW,126
3645,51,18,21/10/2024,HOMEPAGE,VIEW,215
3670,51,19,03/03/2025,HOMEPAGE,VIEW,143
3724,52,2,16/12/2025,HOMEPAGE,VIEW,106
3715,52,3,23/11/2024,CHECKOUT,DROP-OFF,NULL
3713,52,3,23/11/2024,HOMEPAGE,VIEW,197
3714,52,3,23/11/2024,PRODUCTPAGE,VIEW,216
3723,52,3,01/10/2025,CHECKOUT,DROP-OFF,NULL
3721,52,3,01/10/2025,HOMEPAGE,VIEW,261
3722,52,3,01/10/2025,PRODUCTPAGE,VIEW,209
3705,52,4,13/11/2023,HOMEPAGE,VIEW,201
3701,52,4,12/12/2023,CHECKOUT,DROP-OFF,NULL
3699,52,4,12/12/2023,HOMEPAGE,VIEW,280
3700,52,4,12/12/2023,PRODUCTPAGE,VIEW,24
3710,52,4,30/09/2024,CHECKOUT,DROP-OFF,NULL
3708,52,4,30/09/2024,HOMEPAGE,VIEW,65
3709,52,4,30/09/2024,PRODUCTPAGE,VIEW,95
3711,52,7,14/11/2023,HOMEPAGE,VIEW,182
3725,52,10,22/12/2023,HOMEPAGE,VIEW,170
3717,52,11,15/12/2025,HOMEPAGE,VIEW,282
3707,52,15,04/03/2023,HOMEPAGE,VIEW,29
3706,52,15,30/12/2023,HOMEPAGE,VIEW,86
3716,52,16,22/07/2023,HOMEPAGE,VIEW,56
3720,52,18,16/02/2024,CHECKOUT,DROP-OFF,NULL
3718,52,18,16/02/2024,HOMEPAGE,VIEW,174
3719,52,18,16/02/2024,PRODUCTPAGE,VIEW,228
3712,52,18,07/03/2025,HOMEPAGE,VIEW,69
3704,52,19,06/02/2025,CHECKOUT,DROP-OFF,NULL
3702,52,19,06/02/2025,HOMEPAGE,VIEW,98
3703,52,19,06/02/2025,PRODUCTPAGE,VIEW,284
3698,52,20,05/05/2023,HOMEPAGE,VIEW,40
3728,53,1,07/04/2023,CHECKOUT,DROP-OFF,NULL
3726,53,1,07/04/2023,HOMEPAGE,VIEW,207
3727,53,1,07/04/2023,PRODUCTPAGE,VIEW,232
3770,53,1,19/02/2025,CHECKOUT,DROP-OFF,NULL
3768,53,1,19/02/2025,HOMEPAGE,VIEW,298
3769,53,1,19/02/2025,PRODUCTPAGE,VIEW,71
3771,53,2,01/06/2023,HOMEPAGE,VIEW,253
3766,53,2,17/08/2023,CHECKOUT,DROP-OFF,NULL
3764,53,2,17/08/2023,HOMEPAGE,VIEW,43
3765,53,2,17/08/2023,PRODUCTPAGE,VIEW,96
3801,53,2,09/11/2024,HOMEPAGE,VIEW,170
3752,53,2,18/08/2025,CHECKOUT,PURCHASE,133
3750,53,2,18/08/2025,HOMEPAGE,VIEW,65
3751,53,2,18/08/2025,PRODUCTPAGE,CLICK,104
3800,53,3,25/06/2023,HOMEPAGE,VIEW,14
3815,53,3,29/12/2023,HOMEPAGE,VIEW,163
3731,53,3,21/02/2024,HOMEPAGE,VIEW,115
3749,53,3,16/10/2025,HOMEPAGE,VIEW,75
3812,53,4,22/03/2023,CHECKOUT,DROP-OFF,NULL
3810,53,4,22/03/2023,HOMEPAGE,VIEW,205
3811,53,4,22/03/2023,PRODUCTPAGE,VIEW,20
3730,53,4,25/07/2025,HOMEPAGE,VIEW,123
3816,53,5,16/08/2023,HOMEPAGE,VIEW,110
3762,53,6,03/02/2024,CHECKOUT,DROP-OFF,NULL
3760,53,6,03/02/2024,HOMEPAGE,VIEW,234
3761,53,6,03/02/2024,PRODUCTPAGE,VIEW,135
3779,53,6,06/03/2025,CHECKOUT,PURCHASE,287
3777,53,6,06/03/2025,HOMEPAGE,VIEW,92
3778,53,6,06/03/2025,PRODUCTPAGE,VIEW,163
3735,53,6,09/03/2025,HOMEPAGE,VIEW,200
3807,53,6,30/04/2025,HOMEPAGE,VIEW,282
3795,53,6,26/06/2025,CHECKOUT,DROP-OFF,NULL
3793,53,6,26/06/2025,HOMEPAGE,VIEW,115
3794,53,6,26/06/2025,PRODUCTPAGE,VIEW,298
3729,53,6,07/11/2025,HOMEPAGE,VIEW,32
3786,53,7,03/02/2024,HOMEPAGE,VIEW,196
3756,53,7,13/10/2024,HOMEPAGE,VIEW,17
3741,53,7,26/09/2025,HOMEPAGE,VIEW,15
3782,53,8,03/04/2025,CHECKOUT,DROP-OFF,NULL
3780,53,8,03/04/2025,HOMEPAGE,VIEW,190
3781,53,8,03/04/2025,PRODUCTPAGE,VIEW,223
3809,53,9,25/05/2024,HOMEPAGE,VIEW,85
3803,53,10,16/05/2023,HOMEPAGE,VIEW,171
3745,53,11,09/12/2023,HOMEPAGE,VIEW,141
3759,53,11,28/05/2024,CHECKOUT,PURCHASE,125
3757,53,11,28/05/2024,HOMEPAGE,VIEW,189
3758,53,11,28/05/2024,PRODUCTPAGE,VIEW,204
3799,53,11,22/12/2025,HOMEPAGE,VIEW,28
3767,53,12,20/03/2023,HOMEPAGE,VIEW,63
3802,53,12,20/02/2024,HOMEPAGE,VIEW,87
3776,53,12,03/04/2024,HOMEPAGE,VIEW,156
3744,53,13,27/03/2023,CHECKOUT,PURCHASE,284
3742,53,13,27/03/2023,HOMEPAGE,VIEW,239
3743,53,13,27/03/2023,PRODUCTPAGE,VIEW,68
3736,53,13,02/04/2023,HOMEPAGE,VIEW,82
3798,53,13,10/02/2024,CHECKOUT,DROP-OFF,NULL
3796,53,13,10/02/2024,HOMEPAGE,VIEW,220
3797,53,13,10/02/2024,PRODUCTPAGE,CLICK,76
3774,53,13,01/08/2024,CHECKOUT,DROP-OFF,NULL
3772,53,13,01/08/2024,HOMEPAGE,VIEW,208
3773,53,13,01/08/2024,PRODUCTPAGE,VIEW,261
3748,53,13,06/08/2024,CHECKOUT,DROP-OFF,NULL
3746,53,13,06/08/2024,HOMEPAGE,VIEW,156
3747,53,13,06/08/2024,PRODUCTPAGE,VIEW,71
3808,53,14,21/11/2023,HOMEPAGE,VIEW,292
3755,53,14,29/01/2025,CHECKOUT,DROP-OFF,NULL
3753,53,14,29/01/2025,HOMEPAGE,VIEW,83
3754,53,14,29/01/2025,PRODUCTPAGE,VIEW,267
3740,53,14,27/04/2025,HOMEPAGE,VIEW,152
3813,53,15,08/01/2024,HOMEPAGE,VIEW,20
3785,53,15,06/03/2025,CHECKOUT,DROP-OFF,NULL
3783,53,15,06/03/2025,HOMEPAGE,VIEW,196
3784,53,15,06/03/2025,PRODUCTPAGE,VIEW,281
3806,53,15,30/08/2025,CHECKOUT,DROP-OFF,NULL
3804,53,15,30/08/2025,HOMEPAGE,VIEW,99
3805,53,15,30/08/2025,PRODUCTPAGE,CLICK,91
3775,53,15,08/09/2025,HOMEPAGE,VIEW,242
3763,53,18,26/11/2023,HOMEPAGE,VIEW,290
3789,53,18,16/04/2025,CHECKOUT,DROP-OFF,NULL
3787,53,18,16/04/2025,HOMEPAGE,VIEW,167
3788,53,18,16/04/2025,PRODUCTPAGE,VIEW,287
3814,53,19,05/12/2024,HOMEPAGE,VIEW,53
3734,53,20,01/02/2023,CHECKOUT,PURCHASE,179
3732,53,20,01/02/2023,HOMEPAGE,VIEW,205
3733,53,20,01/02/2023,PRODUCTPAGE,VIEW,158
3739,53,20,12/06/2024,CHECKOUT,DROP-OFF,NULL
3737,53,20,12/06/2024,HOMEPAGE,VIEW,168
3738,53,20,12/06/2024,PRODUCTPAGE,VIEW,149
3792,53,20,24/04/2025,CHECKOUT,DROP-OFF,NULL
3790,53,20,24/04/2025,HOMEPAGE,VIEW,112
3791,53,20,24/04/2025,PRODUCTPAGE,CLICK,206
3838,54,1,28/01/2023,HOMEPAGE,VIEW,184
3826,54,1,11/09/2024,HOMEPAGE,VIEW,112
3845,54,1,05/06/2025,CHECKOUT,DROP-OFF,NULL
3843,54,1,05/06/2025,HOMEPAGE,VIEW,129
3844,54,1,05/06/2025,PRODUCTPAGE,VIEW,174
3823,54,1,29/09/2025,CHECKOUT,DROP-OFF,NULL
3821,54,1,29/09/2025,HOMEPAGE,VIEW,95
3822,54,1,29/09/2025,PRODUCTPAGE,VIEW,144
3858,54,3,07/05/2023,CHECKOUT,PURCHASE,55
3856,54,3,07/05/2023,HOMEPAGE,VIEW,262
3857,54,3,07/05/2023,PRODUCTPAGE,VIEW,230
3851,54,3,21/01/2024,HOMEPAGE,VIEW,174
3837,54,4,12/05/2024,CHECKOUT,DROP-OFF,NULL
3835,54,4,12/05/2024,HOMEPAGE,VIEW,100
3836,54,4,12/05/2024,PRODUCTPAGE,VIEW,131
3850,54,5,23/01/2024,HOMEPAGE,VIEW,73
3882,54,6,24/11/2024,HOMEPAGE,VIEW,169
3849,54,6,18/08/2025,CHECKOUT,DROP-OFF,NULL
3847,54,6,18/08/2025,HOMEPAGE,VIEW,41
3848,54,6,18/08/2025,PRODUCTPAGE,VIEW,100
3874,54,7,14/07/2023,CHECKOUT,DROP-OFF,NULL
3872,54,7,14/07/2023,HOMEPAGE,VIEW,210
3873,54,7,14/07/2023,PRODUCTPAGE,VIEW,21
3865,54,7,12/04/2024,CHECKOUT,DROP-OFF,NULL
3863,54,7,12/04/2024,HOMEPAGE,VIEW,97
3864,54,7,12/04/2024,PRODUCTPAGE,VIEW,246
3887,54,7,30/10/2024,HOMEPAGE,VIEW,129
3881,54,7,02/05/2025,HOMEPAGE,VIEW,16
3833,54,7,28/09/2025,CHECKOUT,DROP-OFF,NULL
3831,54,7,28/09/2025,HOMEPAGE,VIEW,146
3832,54,7,28/09/2025,PRODUCTPAGE,CLICK,53
3820,54,7,17/11/2025,HOMEPAGE,VIEW,276
3852,54,8,29/11/2023,HOMEPAGE,VIEW,161
3819,54,10,20/06/2023,CHECKOUT,DROP-OFF,NULL
3817,54,10,20/06/2023,HOMEPAGE,VIEW,263
3818,54,10,20/06/2023,PRODUCTPAGE,VIEW,96
3877,54,10,22/07/2024,CHECKOUT,DROP-OFF,NULL
3875,54,10,22/07/2024,HOMEPAGE,VIEW,107
3876,54,10,22/07/2024,PRODUCTPAGE,VIEW,232
3825,54,11,06/03/2023,HOMEPAGE,VIEW,15
3824,54,11,24/03/2023,HOMEPAGE,VIEW,244
3842,54,11,05/08/2023,CHECKOUT,DROP-OFF,NULL
3840,54,11,05/08/2023,HOMEPAGE,VIEW,72
3841,54,11,05/08/2023,PRODUCTPAGE,VIEW,51
